order_id,order_date,amount,product id,product_name
100242,22-03-2024,578.09,PROD206,Pen Set
100909,23-03-2024,38835.27,PROD378,Laptop
100851,24-03-2024,4605.98,PROD622,SSD
100721,24-03-2024,1069.1,PROD156,Dry Fruits
100504,25-03-2024,728.45,PROD787,Printer Paper
100212,25-03-2024,7476.06,PROD122,Cricket Bat
100213,25-03-2024,36992.15,PROD959,Leptop
100784,26-03-2024,462.05,PROD811,Pen Set
100679,26-03-2024,501.55,PROD673,Mouse
100698,27-03-2024,4462.62,PROD920,Headphones
100267,27-03-2024,39965.2,PROD653,Leptop
100362,27-03-2024,319.73,PROD212,Puzzle Set
100508,30-03-2024,7699.06,PROD246,Speaker
100921,31-03-2024,120.73,PROD373,Notebook
100078,01-04-2024,358,PROD533,Notebook
100828,02-04-2024,1078.2,PROD763,Keyboard
100821,02-04-2024,250.52,PROD109,Puzzle Set
100695,03-04-2024,11181.58,PROD220,SSD
100907,03-04-2024,47342.73,PROD222,Leptop
100548,03-04-2024,32801.72,PROD713,Leptop
100817,03-04-2024,8222.47,PROD616,Mixer
100004,04-04-2024,8731.57,PROD502,Cricket Bat
100102,04-04-2024,54489.75,PROD825,Leptop
100697,04-04-2024,1190.78,PROD986,Analytics Book
100083,05-04-2024,58490.71,PROD969,Laptop
100429,06-04-2024,643.08,PROD263,Keyboard
100759,07-04-2024,6922.82,PROD788,Air Purifier
100478,08-04-2024,608.24,PROD735,Face Wash
100205,08-04-2024,263.24,PROD164,Printer Paper
100725,09-04-2024,1438.62,PROD965,Headphones
100232,10-04-2024,44669,PROD403,Leptop
100376,10-04-2024,521.68,PROD571,Mouse
100208,11-04-2024,658.24,PROD583,Face Wash
100106,11-04-2024,5244.72,PROD103,Headphones
100734,12-04-2024,43457.65,PROD836,Leptop
100517,14-04-2024,5825.04,PROD849,SSD
100300,15-04-2024,52486.91,PROD777,Leptop
100328,17-04-2024,1831.81,PROD816,Keyboard
100887,18-04-2024,16064.46,PROD363,Monitor
100889,18-04-2024,2959.01,PROD290,Cricket Bat
100061,19-04-2024,1302.6,PROD329,Mouse
100661,19-04-2024,4286.36,PROD222,Mixer
100637,20-04-2024,891.54,PROD719,Printer Paper
100006,21-04-2024,881.72,PROD779,Face Wash
100011,21-04-2024,602.26,PROD817,Printer Paper
100220,22-04-2024,597.58,PROD349,Puzzle Set
100884,22-04-2024,17755.73,PROD638,Monitor
100306,22-04-2024,497.1,PROD974,Face Wash
100790,23-04-2024,1020.88,PROD100,Analytics Book
100247,23-04-2024,333.31,PROD525,Notebook
100425,25-04-2024,5320.29,PROD358,Shoes
100866,25-04-2024,2307.95,PROD573,T-Shirt
100658,27-04-2024,1247.36,PROD605,Keyboard
100931,28-04-2024,655.24,PROD436,Analytics Book
100431,28-04-2024,11220.19,PROD808,Cricket Bat
100093,28-04-2024,367.69,PROD967,Pen Set
100367,28-04-2024,9562.67,PROD523,Cricket Bat
100718,29-04-2024,14585.24,PROD815,Smart Phones
100594,01-05-2024,50946.7,PROD844,Leptop
100295,02-05-2024,6936.31,PROD503,Shoes
100326,02-05-2024,52840.56,PROD163,Laptop
100198,02-05-2024,10871.06,PROD916,SSD
100938,03-05-2024,34222.94,PROD811,Leptop
100532,04-05-2024,23224.35,PROD603,Monitor
100101,05-05-2024,8268.65,PROD972,Speaker
100448,05-05-2024,608.66,PROD487,Face Wash
100049,05-05-2024,53887.34,PROD818,Leptop
100803,05-05-2024,7252.13,PROD462,Shoes
100929,07-05-2024,17100.33,PROD735,Air Purifier
100366,08-05-2024,647.68,PROD226,Printer Paper
100368,08-05-2024,1105.48,PROD770,Analytics Book
100246,08-05-2024,7941.91,PROD881,Speaker
100476,08-05-2024,757.06,PROD420,Mouse
100145,08-05-2024,505.12,PROD374,Face Wash
100273,09-05-2024,31868.37,PROD719,Leptop
100030,09-05-2024,662.29,PROD222,Face Wash
100379,11-05-2024,4066.56,PROD299,Speaker
100481,11-05-2024,638.34,PROD509,Printer Paper
100611,12-05-2024,7173.52,PROD931,Cricket Bat
100924,13-05-2024,7881.28,PROD444,SSD
100383,14-05-2024,1236.36,PROD782,Analytics Book
100927,15-05-2024,147.33,PROD852,Notebook
100739,15-05-2024,43794.4,PROD644,Laptop
100672,17-05-2024,7408.62,PROD829,Cricket Bat
100736,17-05-2024,54436.64,PROD127,Leptop
100942,17-05-2024,10341.97,PROD914,Cricket Bat
100069,18-05-2024,279.28,PROD489,Printer Paper
100808,18-05-2024,845.89,PROD664,T-Shirt
100218,20-05-2024,323.75,PROD222,Puzzle Set
100390,20-05-2024,610.32,PROD472,Pen Set
100552,21-05-2024,480.81,PROD546,Analytics Book
100859,21-05-2024,43266.84,PROD194,Leptop
100991,21-05-2024,51794.81,PROD521,Leptop
100849,22-05-2024,2813.24,PROD566,Cricket Bat
100464,22-05-2024,1102.69,PROD184,T-Shirt
100888,22-05-2024,496.66,PROD347,Mouse
100811,24-05-2024,508.02,PROD678,T-Shirt
100092,24-05-2024,54371.21,PROD934,Laptop
100743,25-05-2024,26843.58,PROD238,Monitor
100509,25-05-2024,892.97,PROD224,Analytics Book
100813,26-05-2024,64757.96,PROD123,Leptop
100898,27-05-2024,542.51,PROD259,Analytics Book
100347,27-05-2024,1719.04,PROD773,Mouse
100114,28-05-2024,4391.16,PROD958,Headphones
100641,28-05-2024,543.66,PROD301,Pen Set
100771,28-05-2024,20873.75,PROD466,Smart Phones
100763,29-05-2024,618.44,PROD119,Keyboard
100868,30-05-2024,5748.2,PROD201,Headphones
100494,30-05-2024,516.21,PROD310,Puzzle Set
100472,31-05-2024,6321.02,PROD156,Cricket Bat
100358,01-06-2024,2498.11,PROD687,Keyboard
100521,02-06-2024,59979.18,PROD351,Leptop
100275,02-06-2024,1116.86,PROD353,Analytics Book
100442,04-06-2024,2876.3,PROD955,Cricket Bat
100600,05-06-2024,2050.89,PROD733,Keyboard
100468,05-06-2024,1140.59,PROD149,Puzzle Set
100732,05-06-2024,8172.09,PROD606,Monitor
100837,06-06-2024,56544.78,PROD887,Laptop
100460,06-06-2024,836.41,PROD650,Puzzle Set
100663,06-06-2024,3719.36,PROD569,Mixer
100551,07-06-2024,6268.73,PROD936,Cricket Bat
100192,08-06-2024,981.94,PROD878,T-Shirt
100872,08-06-2024,113.88,PROD216,Pen Set
100356,09-06-2024,33518.43,PROD928,Smart Phones
100701,10-06-2024,38448.02,PROD734,Laptop
100392,10-06-2024,2029.07,PROD914,Shoes
100297,11-06-2024,54080.68,PROD473,Smart Phones
100239,12-06-2024,110.7,PROD388,Pen Set
100745,13-06-2024,7573.51,PROD336,SSD
100313,14-06-2024,20465.65,PROD290,Smart Phones
100912,14-06-2024,49451.99,PROD841,Smart Phones
100966,15-06-2024,389.22,PROD353,Pen Set
100934,16-06-2024,7440.1,PROD505,Mixer
100173,19-06-2024,253.58,PROD449,Pen Set
100207,20-06-2024,15932,PROD674,Smart Phones
100291,20-06-2024,5967.44,PROD871,Headphones
100880,21-06-2024,997.19,PROD478,Analytics Book
100180,24-06-2024,1422.91,PROD450,Dry Fruits
100965,24-06-2024,63328.74,PROD518,Laptop
100639,24-06-2024,24795.58,PROD242,Monitor
100665,24-06-2024,541.93,PROD382,Puzzle Set
100485,27-06-2024,121.64,PROD952,Pen Set
100160,27-06-2024,44589.14,PROD147,Smart Phones
100251,27-06-2024,52817.59,PROD421,Leptop
100685,27-06-2024,1251.81,PROD601,Dry Fruits
100749,28-06-2024,735.44,PROD547,Face Wash
100098,29-06-2024,7665.35,PROD399,Air Purifier
100235,01-07-2024,6584.74,PROD205,Headphones
100397,03-07-2024,10114.31,PROD395,Cricket Bat
100124,05-07-2024,349.48,PROD364,Pen Set
100344,07-07-2024,20654.69,PROD591,Monitor
100606,07-07-2024,992.9,PROD387,Printer Paper
100186,07-07-2024,1093.99,PROD891,Analytics Book
100077,07-07-2024,13752.66,PROD531,Monitor
100419,08-07-2024,438.29,PROD285,Printer Paper
100893,09-07-2024,2856.46,PROD957,Shoes
100416,09-07-2024,330.62,PROD964,Face Wash
100490,12-07-2024,49802.02,PROD444,Leptop
100299,14-07-2024,5632.76,PROD976,Headphones
100331,15-07-2024,1969.79,PROD366,T-Shirt
100428,16-07-2024,26536.4,PROD492,Monitor
100236,16-07-2024,9887.1,PROD855,Cricket Bat
100656,16-07-2024,15004.72,PROD739,Monitor
100575,17-07-2024,1322.42,PROD502,Analytics Book
100104,20-07-2024,63921.17,PROD568,Laptop
100953,21-07-2024,482.56,PROD641,Printer Paper
100043,22-07-2024,5141.64,PROD547,Headphones
100847,23-07-2024,892.51,PROD937,Mouse
100109,24-07-2024,14337.59,PROD537,Smart Phones
100309,24-07-2024,1032.93,PROD611,T-Shirt
100107,24-07-2024,974.04,PROD412,Dry Fruits
100977,25-07-2024,665.01,PROD556,Puzzle Set
100785,25-07-2024,54309.23,PROD600,Smart Phones
100869,25-07-2024,33495.19,PROD531,Laptop
100704,26-07-2024,22611.97,PROD928,Air Purifier
100108,26-07-2024,472.24,PROD123,Puzzle Set
100191,28-07-2024,11431.32,PROD361,SSD
100217,28-07-2024,1612.56,PROD700,Headphones
100810,28-07-2024,1192.19,PROD767,Printer Paper
100417,29-07-2024,4287.2,PROD301,SSD
100184,30-07-2024,550.13,PROD919,Printer Paper
100396,30-07-2024,17449.31,PROD479,Monitor
100539,30-07-2024,4493.16,PROD441,SSD
100039,30-07-2024,12218.92,PROD844,Monitor
100805,30-07-2024,34410.92,PROD290,Leptop
100227,30-07-2024,549.72,PROD612,T-Shirt
100581,31-07-2024,18472.79,PROD425,Monitor
100195,31-07-2024,3496.35,PROD243,Mixer
100253,03-08-2024,490.42,PROD971,Face Wash
100271,05-08-2024,383.09,PROD830,Mouse
100831,07-08-2024,1216.16,PROD362,Mouse
100465,08-08-2024,1167.03,PROD313,Dry Fruits
100774,08-08-2024,10644.92,PROD502,SSD
100995,08-08-2024,62332.42,PROD388,Laptop
100050,09-08-2024,2118.02,PROD443,Speaker
100019,09-08-2024,58967.09,PROD544,Leptop
100706,10-08-2024,49652.13,PROD228,Leptop
100087,10-08-2024,55282.58,PROD886,Laptop
100185,11-08-2024,7176.1,PROD600,Speaker
100593,11-08-2024,284.52,PROD599,Pen Set
100125,12-08-2024,362.42,PROD123,Mouse
100353,13-08-2024,977.94,PROD544,Analytics Book
100307,13-08-2024,5358.97,PROD796,Cricket Bat
100779,15-08-2024,1459.41,PROD220,Mouse
100806,15-08-2024,140.36,PROD403,Notebook
100865,18-08-2024,7987.69,PROD879,Air Purifier
100432,18-08-2024,563.27,PROD752,Pen Set
100165,19-08-2024,1132.28,PROD879,Dry Fruits
100270,20-08-2024,30740.18,PROD241,Laptop
100014,21-08-2024,1534.14,PROD667,Dry Fruits
100128,22-08-2024,387.3,PROD512,Printer Paper
100550,22-08-2024,14241.8,PROD520,Air Purifier
100586,22-08-2024,21509.14,PROD871,Monitor
100269,22-08-2024,315.49,PROD378,Puzzle Set
100926,22-08-2024,186.37,PROD990,Notebook
100482,22-08-2024,561.15,PROD515,Analytics Book
100290,23-08-2024,226.25,PROD177,Face Wash
100150,23-08-2024,30756.42,PROD875,Leptop
100281,24-08-2024,11956.38,PROD715,Smart Phones
100524,24-08-2024,51029.41,PROD243,Leptop
100081,25-08-2024,22279.21,PROD923,Monitor
100535,26-08-2024,106.44,PROD418,Pen Set
100090,26-08-2024,1051.57,PROD176,Dry Fruits
100919,26-08-2024,1108.93,PROD164,T-Shirt
100305,26-08-2024,2643.93,PROD226,Keyboard
100345,27-08-2024,569.57,PROD101,Pen Set
100149,27-08-2024,958.37,PROD689,Dry Fruits
100574,28-08-2024,1222.35,PROD866,Analytics Book
100648,29-08-2024,48012.03,PROD874,Leptop
100067,29-08-2024,314.87,PROD849,Notebook
100158,01-09-2024,22166.72,PROD597,Monitor
100635,02-09-2024,31704.45,PROD255,Laptop
100202,02-09-2024,1466.19,PROD437,Analytics Book
100365,03-09-2024,643.4,PROD352,Face Wash
100321,04-09-2024,8330.78,PROD461,Speaker
100459,05-09-2024,984.08,PROD210,Puzzle Set
100489,07-09-2024,7382.55,PROD945,Cricket Bat
100028,07-09-2024,182.85,PROD759,Face Wash
100072,07-09-2024,638.1,PROD670,Printer Paper
100325,07-09-2024,1572.84,PROD239,Mouse
100738,08-09-2024,13947.65,PROD221,Monitor
100483,08-09-2024,20531.04,PROD873,Monitor
100588,09-09-2024,41859.95,PROD141,Leptop
100423,11-09-2024,103.26,PROD399,Pen Set
100908,11-09-2024,466.04,PROD347,Mouse
100996,11-09-2024,29709.53,PROD577,Smart Phones
100583,13-09-2024,9414.53,PROD478,Monitor
100280,15-09-2024,437.48,PROD723,Notebook
100883,16-09-2024,8579.98,PROD855,Mixer
100488,18-09-2024,20151.68,PROD149,Smart Phones
100560,19-09-2024,18345.67,PROD794,Monitor
100757,20-09-2024,41575.75,PROD300,Laptop
100484,20-09-2024,517.04,PROD578,Puzzle Set
100051,21-09-2024,4799.17,PROD983,SSD
100439,21-09-2024,6961.51,PROD789,Speaker
100848,21-09-2024,509.55,PROD998,Pen Set
100825,21-09-2024,10526.21,PROD196,SSD
100143,22-09-2024,11440.44,PROD470,SSD
100189,22-09-2024,56137.64,PROD865,Leptop
100891,23-09-2024,222.58,PROD910,Notebook
100761,23-09-2024,1367.34,PROD678,Mouse
100054,24-09-2024,1097.82,PROD455,Analytics Book
100199,24-09-2024,436.61,PROD779,Printer Paper
100354,25-09-2024,16876.18,PROD891,Air Purifier
100277,26-09-2024,12041.83,PROD107,Air Purifier
100765,26-09-2024,2337.65,PROD569,T-Shirt
100694,27-09-2024,24640.42,PROD534,Smart Phones
100585,27-09-2024,51280.2,PROD657,Smart Phones
100413,28-09-2024,33165.43,PROD876,Leptop
100405,28-09-2024,2494.07,PROD418,T-Shirt
100652,29-09-2024,50303.57,PROD748,Smart Phones
100678,30-09-2024,47392.08,PROD976,Laptop
100722,02-10-2024,261.85,PROD406,Notebook
100590,03-10-2024,30868.81,PROD216,Leptop
100918,03-10-2024,137.87,PROD232,Notebook
100567,04-10-2024,56701.61,PROD670,Leptop
100542,05-10-2024,313.51,PROD153,Notebook
100873,07-10-2024,64272.86,PROD762,Leptop
100403,07-10-2024,568.78,PROD880,Pen Set
100579,07-10-2024,1320.33,PROD956,Analytics Book
100426,08-10-2024,10213.34,PROD117,SSD
100846,09-10-2024,27462.1,PROD288,Monitor
100833,10-10-2024,43865.83,PROD280,Leptop
100681,11-10-2024,313.81,PROD920,Printer Paper
100598,11-10-2024,52181.94,PROD785,Leptop
100777,11-10-2024,1042.94,PROD636,Analytics Book
100214,12-10-2024,10237.12,PROD147,SSD
100572,13-10-2024,10320.37,PROD525,Cricket Bat
100850,13-10-2024,871.16,PROD635,Face Wash
100620,13-10-2024,240.95,PROD439,Puzzle Set
100382,14-10-2024,2840.35,PROD834,Keyboard
100010,14-10-2024,975.58,PROD251,Dry Fruits
100289,15-10-2024,7713.78,PROD938,SSD
100057,15-10-2024,46062.05,PROD605,Laptop
100340,15-10-2024,473.09,PROD487,Notebook
100798,17-10-2024,498.59,PROD482,Analytics Book
100001,17-10-2024,3914.99,PROD481,Product   Name
100544,17-10-2024,64661.26,PROD415,Leptop
100372,18-10-2024,1176.34,PROD839,Keyboard
100132,19-10-2024,2812.8,PROD793,Keyboard
100138,19-10-2024,708.19,PROD834,Printer Paper
100522,20-10-2024,429.2,PROD697,Face Wash
100223,20-10-2024,8965.78,PROD708,SSD
100161,21-10-2024,1467.99,PROD445,Headphones
100071,21-10-2024,37510.46,PROD291,Leptop
100058,21-10-2024,5067.44,PROD476,Shoes
100744,23-10-2024,10055.49,PROD797,Smart Phones
100507,24-10-2024,41005.77,PROD222,Leptop
100913,24-10-2024,458.69,PROD720,Notebook
100074,25-10-2024,5105.46,PROD111,SSD
100562,25-10-2024,2856.94,PROD927,Shoes
100190,26-10-2024,39186.12,PROD852,Leptop
100355,27-10-2024,6232.64,PROD732,Cricket Bat
100015,29-10-2024,965.12,PROD371,Dry Fruits
100471,30-10-2024,342.42,PROD285,Pen Set
100747,30-10-2024,699.71,PROD855,Analytics Book
100288,31-10-2024,573.61,PROD987,Puzzle Set
100696,01-11-2024,1094.31,PROD637,Mouse
100493,02-11-2024,52835.16,PROD113,Leptop
100418,02-11-2024,406.24,PROD570,Notebook
100068,02-11-2024,503.95,PROD246,Puzzle Set
100960,04-11-2024,753.26,PROD148,Printer Paper
100222,05-11-2024,47100.44,PROD794,Leptop
100339,05-11-2024,284.49,PROD160,Puzzle Set
100923,05-11-2024,7860.97,PROD171,Cricket Bat
100474,05-11-2024,16034.26,PROD137,Smart Phones
100248,05-11-2024,347.54,PROD155,Pen Set
100274,06-11-2024,454.69,PROD140,Pen Set
100692,06-11-2024,61394.89,PROD614,Laptop
100988,08-11-2024,31753.73,PROD825,Leptop
100758,09-11-2024,1133.87,PROD795,Printer Paper
100760,11-11-2024,4686.16,PROD869,Speaker
100564,11-11-2024,347.79,PROD208,Notebook
100715,12-11-2024,2075.18,PROD918,T-Shirt
100932,13-11-2024,1242.51,PROD467,T-Shirt
100005,13-11-2024,220.63,PROD408,Face Wash
100659,13-11-2024,4459.99,PROD628,Headphones
100997,13-11-2024,8101.35,PROD961,Cricket Bat
100316,14-11-2024,1318.74,PROD188,Keyboard
100952,15-11-2024,38694.22,PROD208,Leptop
100839,16-11-2024,13966.18,PROD564,Air Purifier
100914,16-11-2024,493.52,PROD673,Notebook
100133,17-11-2024,781.06,PROD223,Puzzle Set
100076,17-11-2024,637.66,PROD397,Analytics Book
100563,17-11-2024,1051.41,PROD554,Printer Paper
100519,19-11-2024,322.02,PROD178,Mouse
100155,19-11-2024,462.86,PROD903,Dry Fruits
100144,20-11-2024,793.14,PROD381,Printer Paper
100800,21-11-2024,1362.14,PROD402,Mouse
100858,22-11-2024,1084.45,PROD425,Printer Paper
100733,23-11-2024,126.87,PROD441,Notebook
100380,24-11-2024,9567.17,PROD541,SSD
100038,24-11-2024,506.78,PROD140,Face Wash
100576,25-11-2024,47667.7,PROD100,Leptop
100433,25-11-2024,8739.7,PROD951,Cricket Bat
100215,25-11-2024,1373.11,PROD100,Dry Fruits
100241,26-11-2024,1544.14,PROD388,Mouse
100643,26-11-2024,3440.67,PROD651,SSD
100045,27-11-2024,26141.98,PROD262,Monitor
100203,28-11-2024,5005.93,PROD552,Speaker
100335,28-11-2024,1619.04,PROD321,Headphones
100389,28-11-2024,1534.57,PROD630,Headphones
100843,29-11-2024,1080.35,PROD312,Mouse
100844,29-11-2024,911.94,PROD295,Mouse
100989,29-11-2024,4725.62,PROD151,Mixer
100178,29-11-2024,1490.85,PROD890,Analytics Book
100002,30-11-2024,45360.75,PROD196,Leptop
100505,02-12-2024,4025.71,PROD213,Headphones
100728,03-12-2024,12948.87,PROD405,Smart Phones
100187,03-12-2024,3989.26,PROD144,Speaker
100272,03-12-2024,9318.19,PROD430,Air Purifier
100018,03-12-2024,3574.36,PROD203,SSD
100580,03-12-2024,41920.68,PROD370,Leptop
100714,04-12-2024,641.53,PROD246,Pen Set
100075,05-12-2024,12623.62,PROD121,Smart Phones
100352,05-12-2024,35995.2,PROD177,Laptop
100463,05-12-2024,1719.04,PROD671,Dry Fruits
100407,05-12-2024,519.71,PROD219,Printer Paper
100642,06-12-2024,25420.05,PROD732,Monitor
100525,08-12-2024,34188.54,PROD140,Leptop
100974,08-12-2024,62089.69,PROD185,Leptop
100452,09-12-2024,49786.56,PROD614,Smart Phones
100547,09-12-2024,1481.43,PROD891,Keyboard
100911,10-12-2024,44416.16,PROD231,Smart Phones
100024,11-12-2024,2732.8,PROD154,Keyboard
100393,11-12-2024,17176.9,PROD635,Air Purifier
100457,12-12-2024,885.02,PROD679,Face Wash
100461,12-12-2024,1931.03,PROD265,Keyboard
100978,13-12-2024,340.27,PROD195,Pen Set
100237,14-12-2024,1001.07,PROD790,Mouse
100454,14-12-2024,373.13,PROD362,Puzzle Set
100767,15-12-2024,159.1,PROD702,Notebook
100958,15-12-2024,18906.21,PROD188,Monitor
100176,17-12-2024,12020.98,PROD483,Smart Phones
100684,18-12-2024,30397.6,PROD967,Smart Phones
100842,19-12-2024,747.02,PROD316,Face Wash
100414,21-12-2024,2742.58,PROD487,Keyboard
100956,21-12-2024,22871.79,PROD848,Air Purifier
100154,24-12-2024,49391.27,PROD786,Leptop
100737,25-12-2024,446.67,PROD269,Printer Paper
100296,25-12-2024,1102.65,PROD197,Puzzle Set
100538,26-12-2024,35731.3,PROD322,Leptop
100975,27-12-2024,14395.26,PROD731,Monitor
100640,28-12-2024,48945.54,PROD497,Smart Phones
100662,29-12-2024,1629.84,PROD253,Dry Fruits
100946,29-12-2024,183.01,PROD423,Notebook
100009,29-12-2024,1594.3,PROD476,Headphones
100536,30-12-2024,9972.1,PROD303,Air Purifier
100595,31-12-2024,30256.01,PROD466,Laptop
100252,01-01-2025,444.35,PROD290,Notebook
100348,03-01-2025,12827.82,PROD498,Monitor
100683,04-01-2025,266.79,PROD482,Printer Paper
100899,05-01-2025,11272.62,PROD517,Monitor
100249,05-01-2025,237.16,PROD720,Notebook
100713,05-01-2025,6739.54,PROD360,Shoes
100950,06-01-2025,2903.8,PROD804,Headphones
100064,07-01-2025,44424.95,PROD851,Smart Phones
100311,07-01-2025,46725.7,PROD817,Leptop
100741,09-01-2025,30058.12,PROD410,Laptop
100957,09-01-2025,7552.83,PROD350,Mixer
100809,10-01-2025,731.93,PROD847,Printer Paper
100874,12-01-2025,43200.06,PROD812,Leptop
100262,12-01-2025,5912.92,PROD673,Headphones
100948,14-01-2025,2628.34,PROD620,Keyboard
100131,14-01-2025,412.06,PROD363,Printer Paper
100712,15-01-2025,53610.91,PROD334,Laptop
100775,16-01-2025,305.69,PROD545,Analytics Book
100730,16-01-2025,740.28,PROD301,Printer Paper
100430,16-01-2025,1000.96,PROD153,Puzzle Set
100475,16-01-2025,3224.6,PROD764,Speaker
100487,18-01-2025,17905.05,PROD531,Monitor
100027,19-01-2025,500.04,PROD242,Face Wash
100607,19-01-2025,1073.46,PROD489,Printer Paper
100516,19-01-2025,36054.81,PROD484,Laptop
100409,22-01-2025,712.84,PROD529,T-Shirt
100046,23-01-2025,1014.53,PROD757,Printer Paper
100947,23-01-2025,5203.52,PROD498,Headphones
100537,23-01-2025,5913.07,PROD509,Mixer
100591,23-01-2025,28331.59,PROD381,Monitor
100605,24-01-2025,1455.85,PROD451,Analytics Book
100764,25-01-2025,338.21,PROD798,Puzzle Set
100308,25-01-2025,52384.71,PROD106,Laptop
100792,26-01-2025,643.32,PROD718,Printer Paper
100894,27-01-2025,1413.33,PROD518,Headphones
100664,27-01-2025,32968.41,PROD986,Leptop
100334,28-01-2025,795.54,PROD920,Face Wash
